year,date,type,registration,operator,fatalities,location,damage
2004,1 Mar 2004,Boeing 757-222,N516UA,United Airlines,0,"Janesville, WI",non
2004,3 Mar 2004,de Havilland Canada DHC-6 Twin Otter 300,N702PV,"FedEx Express, opb Corporate Air",0,Subic Bay International Airport (SFS),sub
2004,4 Mar 2004,Ilyushin Il-76MD,UR-ZVA,Azov-Avia Airlines,3,near Baku Airport (BAK),w/o
2004,5 Mar 2004,Dornier Do 28D-2 Skyservant,HC-CBK,Aeropacifico,0,23 km S of Guayaquil-Simon Bolivar Airport (GYE),w/o
2004,5 Mar 2004,Lockheed C-130H Hercules,L8-2/23,Royal Thai Air Force - RTAF,0,Hat Yai Airport (HDY),sub
2004,6 Mar 2004,Ilyushin Il-18D,CU-T1532,Aerocaribbean,0,Holguín-Frank Pais Airport (HOG),w/o
2004,7 Mar 2004,Cessna 208B Grand Caravan,XA-TBJ,Lynx Servicios Aéreos,0,near Celaya,sub
2004,8 Mar 2004,Canadair CL-215-6B11 (CL-415),F-ZBEZ,Securité Civile,2,Lac Sainte Croix,w/o
2004,10 Mar 2004,Cessna UC-35D Citation Encore,165938,United States Marine Corps,4,"2 km E of San Diego-Miramar NAS, CA (NKX)",w/o
2004,14 Mar 2004,Cessna 525 CitationJet CJ1,D-IMMM,WDL Aviation,0,Florence-Peretola Airport (FLR),sub
2004,15 Mar 2004,Beechcraft 1900D,N155ZV,US Airways Express,0,"Manhattan, KS",sub
2004,16 Mar 2004,Beechcraft 1900C,N27RA,United States Air Force - USAF,5,"11 km SE of Tonopah-Test Range Airport, NV (XSD)",w/o
2004,17 Mar 2004,Cessna 208B Grand Caravan,5H-MUA,Regional Air Services,0,near Mto wa Mbu,w/o
2004,19 Mar 2004,Learjet 35A,N800AW,AirNet Systems,0,"Utica-Oneida County Airport, NY (UCA)",sub
2004,20 Mar 2004,Cessna 208B Grand Caravan,V3-HGB,Tropic Air,0,3 km E off Punta Gorda,w/o
2004,23 Mar 2004,Beechcraft 200C Super King Air,VH-NTH,Northern Territory Medical Service,0,"Darwin Airport, NT (DRW)",sub
2004,23 Mar 2004,Boeing 747-436,G-BNLK,British Airways,0,London-Heathrow Airport (LHR),min
2004,23 Mar 2004,Airbus A321-211,EI-CPE,Aer Lingus,0,London-Heathrow Airport (LHR),min
2004,24 Mar 2004,Antonov An-2SX,RA-33596,Mr. Plenkin,3,"within Pavlovsky district, Voronezhskaya Oblast",w/o
2004,1 Apr 2004,Beechcraft 1900D,N149CJ,"US Airways Express, opb Colgan Air",0,"Hartford-Bradley International Airport, CT (BDL)",sub
2004,2 Apr 2004,Boeing 707-366C,SU-AVZ,Air Memphis,0,Cairo International Airport (CAI),w/o
2004,3 Apr 2004,Convair CV-580,3D-ZOE,private,0,Shabunda,w/o
2004,4 Apr 2004,Antonov An-26B,UN-26582,Irbis,0,120 km from Kyzyl,sub
2004,4 Apr 2004,Antonov An-32B,EP-837,Ejército del Perú,0,Puerto Esperanza Airport,w/o
2004,7 Apr 2004,Raytheon 390 Premier I,N200PR,Unknown,0,Blackbushe Airport (BBS),w/o
2004,10 Apr 2004,McDonnell Douglas DC-10-30,N14075,World Airways,0,"Atlantic Ocean, Atlantic Ocean",sub
2004,10 Apr 2004,Boeing 737-3Q8,N662SW,Southwest Airlines,0,"St. Louis, MO",non
2004,13 Apr 2004,IRMA/Britten-Norman BN-2A-27 Islander,V3-HGK,Maya Island Air,0,"6,5 km from Belize City",sub
2004,14 Apr 2004,Beechcraft 300 Super King Air,N301KS,Mass Bay Kustom Leasing,0,"Daytona Beach, FL",w/o
2004,14 Apr 2004,Boeing 737-7H4,N448WN,Southwest Airlines,0,"Beach Haven, NJ",non
2004,16 Apr 2004,Beechcraft B200 King Air,F-OHJL,Air Archipels,0,Papeete-Faaa Airport (PPT),w/o
2004,17 Apr 2004,Airbus,,Qatar Airways,0,Cairo International Airport (CAI),non
2004,18 Apr 2004,Learjet 55,N355UJ,Bombardier Capital Corporation,0,La Romana Airport (LRM),sub
2004,19 Apr 2004,Beechcraft A100 King Air,C-FMAI,Myrand Aviation,0,"Chibougamau/Chapais Airport, QC (YMT)",sub
2004,20 Apr 2004,McDonnell Douglas DC-9-82 (MD-82),I-DAWR,Alitalia,0,Trieste-Dei Legionari Airport (TRS),w/o
2004,27 Apr 2004,Boeing 737-529,UR-VVB,AeroSvit Airlines,0,Moskva-Sheremetyevo Airport (SVO),sub
2004,27 Apr 2004,Fokker F-27 Friendship 500,N715FE,"FedEx Express, opb Mountain Air Cargo",0,Melo Airport (MLZ),w/o
2004,27 Apr 2004,Cessna 208B Super Cargomaster,N738FX,"Baron Aviation Services, opf FedEx",0,"19 km NE of Helena, AR",sub
2004,28 Apr 2004,McDonnell Douglas DC-10-30F,N189AX,"Centurion Air Cargo, lst Líneas Aéreas Suramericanas",0,Bogotá-Eldorado Airport (BOG),w/o
2004,29 Apr 2004,Lockheed C-130 Hercules,,Air National Guard,0,"Minneapolis-St Paul International Airport, MN (MSP)",sub
2004,2 May 2004,Yakovlev Yak-40,YV-1070CP,CIACA Airlines,,,w/o
2004,4 May 2004,Cessna 208B Grand Caravan,YV-O-CBL-7,Gobernación del Estado Bolívar,7,Chimanta Mountains,w/o
2004,5 May 2004,IRMA/Pilatus Britten-Norman BN-2B-27 Islander,XC-FOE,Consejo de Recursos Minerales,2,40 km NE of Vallecillos,w/o
2004,5 May 2004,Fairchild SA227-AC Metro III,HK-4275X,Aerotransporte Petrolero,5,Carepa-Antonio Roldán Betancourt Airport (SKLC),w/o
2004,6 May 2004,Transall C-160R,R-100/61-ZR,L'Armée de L'Air,0,Fort de France-Lamentin Air Base (FDF),w/o
2004,6 May 2004,Let L-410UVP,9XR-EF,Kush Air,6,"Jiech, Jonglei State",w/o
2004,7 May 2004,Douglas C-54B,N44911,Brooks Air Fuel,0,"McGrath, Alaska",sub
2004,8 May 2004,Douglas C-54P (DC-4),N44911,Brooks Air Fuel,0,"Ganes Creek, AK",sub
2004,9 May 2004,ATR 72-212,N438AT,"American Eagle Airlines, opb Executive Airlines",0,San Juan-Luis Munoz Marin International Airport (SJU),w/o
2004,11 May 2004,Antonov An-12BP,ST-SIG,El Magal Aviation,7,near Tatal,w/o
2004,14 May 2004,Cessna 208B Grand Caravan,ZS-SCO,Mission Aviation Fellowship (MAF),0,Phinda Aerodrome near Richards Bay,min
2004,14 May 2004,Embraer EMB-120ER Brasilia,PT-WRO,Rico Linhas Aéreas,33,"33 km from Manaus, AM",w/o
2004,16 May 2004,Cessna 208B,N9820F,PenAir - Peninsula Airways,0,"Egegik, Alaska",sub
2004,17 May 2004,de Havilland Canada DHC-6 Twin Otter 300,8Q-TMC,Trans Maldivian Airways,0,Male International Airport (MLE),sub
2004,18 May 2004,Antonov An-2P,UN-70276,Araiavia,1,Bozoy,w/o
2004,18 May 2004,Ilyushin Il-76TD,4K-AZ27,"Azal Cargo, lsf Silk Way Airlines",7,10 km from Urumqi Airport (URC),w/o
2004,23 May 2004,Let L-410UVP-E9,5Y-VVA,Blue Bird Aviation,0,30 km S of Mwingi,sub
2004,23 May 2004,Let L-410UVP-E3,5Y-VVD,Blue Bird Aviation,2,30 km S of Mwingi,w/o
2004,25 May 2004,de Havilland Canada DHC-6 Twin Otter 300,9N-AFD,Yeti Airlines,3,W of Lukla,w/o
2004,26 May 2004,McDonnell Douglas MD-82,N573AA,American Airlines,0,"Near St. Louis, MO",non
2004,27 May 2004,Raytheon 390 Premier I,N5010X,Raytheon Aircraft,0,"Las Vegas-North Air Terminal, NV (VGT)",w/o
2004,28 May 2004,Cessna 208B Grand Caravan,5H-AXL,Air Excel,0,"Loiborsoit Village, Simanjiro District",sub
2004,29 May 2004,British Aerospace BAe-146-300,G-BPNT,Flightline,0,Florence-Peretola Airport (FLR),sub
2004,1 Jun 2004,Antonov An-32,9XR-SN,Sun Air Charter,0,Kigali International Airport (KGL),w/o
2004,3 Jun 2004,Antonov An-2TP,UR-07194,Atlant,0,"near Genichesk, Kherson region",w/o
2004,4 Jun 2004,Boeing 737-7H4,N757LV,Southwest Airlines,0,"Liberal, KS",non
2004,6 Jun 2004,Beechcraft Beechjet 400A,AP-BEX,Punjab Government,0,Lahore-Allama Iqbal International Airport (LHE/OPLA),w/o
2004,7 Jun 2004,Antonov An-26B,ST-ARO,Ababeel Aviation,0,Geneina Airport (EGN),w/o
2004,8 Jun 2004,Hawker Siddeley HS-748-232 Srs. 2A,TR-LFW,Gabon Express,19,off Libreville Airport (LBV),w/o
2004,13 Jun 2004,Beechcraft 200 Super King Air,N200BE,Rader Aviation,2,"Rupert, WV",w/o
2004,14 Jun 2004,Volpar Turboliner,N401CK,Bellair,1,"10 km E of Kodiak Airport, AK (ADQ)",w/o
2004,15 Jun 2004,de Havilland Canada DHC-3 Otter,C-GPPL,Hawk Air,0,"Dipneedle Lake, ON",sub
2004,16 Jun 2004,Fokker F-27 Friendship 200,AP-AUR,Pakistan International Airlines - PIA,0,Chitral Airport (CJL),w/o
2004,20 Jun 2004,Douglas DC-3-455,HK-1212,VIARCO,0,Las Gaviotas Airport (LGT),w/o
2004,23 Jun 2004,Dornier 228-201,TF-ELH,Islandsflug,0,Siglufjördur Airport (SIJ),w/o
2004,26 Jun 2004,Antonov An-12BP,ST-SAT,Sarit Airlines,0,Wau Airport (WUU),w/o
2004,26 Jun 2004,Lisunov Li-2T,RA-1300K,FLA RF,4,"2,2 km ENE of Moskva-Myachkovo Airport",w/o
2004,28 Jun 2004,Beechcraft 200 Super King Air,ZS-NRW,Ngangeni Air Charters,2,São Sebastião,w/o
2004,28 Jun 2004,Boeing 777-212ER,9V-SRC,Singapore Airlines Limited,0,Near Waypoint ARESI (L625),non
2004,28 Jun 2004,Boeing 747-481,JA8098,All Nippon Airways - ANA,0,Near Arkhangelsk,non
2004,30 Jun 2004,Beechcraft 200 Super King Air,N432FA,Frontline Aviation,0,"Green Bay-Austin-Straubel Field, WI (GRB)",w/o
2004,30 Jun 2004,de Havilland Canada DHC-6 Twin Otter 300,8P-MLK,Trans Island Air 2000,0,Saint Vincent-E. T. Joshua (SVD),sub
2004,2 Jul 2004,IAI 1124 Westwind,N280AT,Air Trek,6+1,Panama City-Tocumen International Airport (PTY),w/o
2004,4 Jul 2004,de Havilland Canada DHC-6 Twin Otter 300,C-FMOL,North-Wright Airways,0,"Canol Road, Mile 222, NT",sub
2004,9 Jul 2004,Canadair CL-215-1A10,I-SRMB,"OMNI - Aviação e Tecnologia, lsf SOREM",0,"Chamadouro, Santa Domba Dão",sub
2004,9 Jul 2004,Antonov An-2SX,RA-02230,Kostroma Air Enterprise,0,Yaroslavl Airport (IAR),sub
2004,12 Jul 2004,Beechcraft 400A Beechjet,N455CW,Flight Options,0,"100 miles west of Sarasota, FL",non
2004,12 Jul 2004,Beechcraft 100 King Air,C-FQOV,Little Red Air Service,0,"Fort Vermilion Airport, AB",sub
2004,12 Jul 2004,Convair CV-440,N4826C,Dodita Air Cargo,1,"54 km S off Beef Island, British Virgin Islands [Caribbean Sea]",w/o
2004,13 Jul 2004,Learjet 35A,N829CA,Aviation Jet Charters,0,Nevis-Newcastle Airport (NEV),w/o
2004,15 Jul 2004,McDonnell Douglas MD-82,N585AA,American Airlines,0,"Sheridan, IL",non
2004,16 Jul 2004,Boeing 767-3G5ER,EI-CXO,Blue Panorama Airlines,0,Roma-Fiumicino Airport (FCO/LIRF),sub
2004,16 Jul 2004,Antonov An-28,YL-KAB,Rigas Aeroklubs,0,Østre Æra Airport,w/o
2004,17 Jul 2004,Airbus A319-132,N812AW,America West Airlines,0,"Flat Rock, VA",non
2004,19 Jul 2004,Learjet 55,N55LF,Hop-A-Jet Inc,0,"Fort Lauderdale-Executive Airport, FL (FXE)",sub
2004,21 Jul 2004,McDonnell Douglas DC-9-14,XA-BCS,Aero California,0,Mexico City-Juarez International Airport (MEX),w/o
2004,21 Jul 2004,Bombardier CRJ-100ER,N995CA,Comair,0,"Snow Hill, VA",non
2004,23 Jul 2004,Basler BT-67 Turbo 67 (DC-3T),FAS117,Fuerza Aérea Salvadoreña,0,El Jaguey,w/o
2004,24 Jul 2004,Beechcraft B300 King Air 350,YV-910CP,Wyngs Aviation,0,near Punto Fijo,w/o
2004,25 Jul 2004,Boeing 777-223ER,N797AN,American Airlines,0,"Miami, FL",non
2004,25 Jul 2004,Fokker 100,TC-IEC,Inter Airlines,0,Istanbul-Atatürk Airport (IST),sub
2004,26 Jul 2004,Boeing 737,,Air China,0,Zhengzhou Airport (CGO),non
2004,28 Jul 2004,Rockwell Sabreliner 60,XC-PFN,Policía Federal,0,Mexicali Airport (MXL),w/o
2004,29 Jul 2004,Antonov An-28,ES-ELI,Flying Air Service,,Beni Mavivi,w/o
2004,29 Jul 2004,de Havilland Canada DHC-6 Twin Otter 300,P2-MBA,Airlines PNG,2,near Ononge,w/o
2004,30 Jul 2004,Shijiazhuang Y-5,,People's Liberation Army - Air Force - PLAAF,5,"Fengning Manchu Autonomous County, Chengde, Hebei Province",w/o
2004,xx Jul 2004,Lockheed KC-130F Hercules,149811,United States Marine Corps,,unknown,w/o
2004,3 Aug 2004,Boeing 757-28A,G-FCLE,Thomas Cook Airlines,0,Corfu Airport (LGKR),non
2004,4 Aug 2004,Cessna 208B,N1037N,Superior Aviation,0,"Big Rapids, Michigan",sub
2004,5 Aug 2004,CASA C-212-A27 Aviocar 200,ARBV-0206,Armada de Venezuela,0,San Carlos de Río Negro Airport,sub
2004,7 Aug 2004,Boeing 767-3P6ER,CP-2425,Lloyd Aéreo Boliviano - LAB,0,Santa Cruz-Viru Viru International Airport (VVI),sub
2004,8 Aug 2004,ATR 72-201,HS-TRA,Thai Airways International,0,Mae Hong Son airport,sub
2004,10 Aug 2004,Grumman HU-16A Albatross,XB-JHH,Unknown,1,Playa de la Ventanilla,w/o
2004,11 Aug 2004,Boeing 737-205 Advanced,3X-GCM,Air Guinee Express,0,Freetown-Lungi International Airport (FNA),w/o
2004,11 Aug 2004,Airbus A330-323,HL7720,Korean Airlines,0,Gwangju,min
2004,13 Aug 2004,Douglas DC-3C,N130D,Florida Air Cargo,0,"Punta Gorda-Charlotte County Airport, FL (PGD)",w/o
2004,13 Aug 2004,Douglas DC-3,N22RB,Private,0,"Orlando-Herndon Airport, FL (ORL)",w/o
2004,13 Aug 2004,Convair CV-580,N586P,Air Tahoma,1,"1 km S of Cincinnati/Northern Kentucky Airport, KY (CVG)",w/o
2004,16 Aug 2004,Cessna 208B Grand Caravan,HP-1397APP,AeroPerlas,0,ca. 9 km W of Panama-Albrook Marcos A. Gelabert Airport (BLB),w/o
2004,17 Aug 2004,Beechcraft 99 Airliner,N199GL,Alpine Aviation,2,"11 km NE of Neihart, MT",w/o
2004,18 Aug 2004,Cessna 208B Grand Caravan,5Y-TWH,Transworld Safaris,3,16 km N of Goma,w/o
2004,21 Aug 2004,Antonov An-2TP,D-FONE,Sachsische Luftfahrt Service,0,Dinslaken-Schwarze Heide,w/o
2004,21 Aug 2004,Shorts 360-300,FAV-1652,Fuerza Aérea Venezolana - FAV,30,25 km from Maracay,w/o
2004,24 Aug 2004,Tupolev Tu-154B-2,RA-85556,Sibir Airlines,46,8 km from Gluboki,w/o
2004,24 Aug 2004,Tupolev Tu-134A-3,RA-65080,Volga-Aviaexpress,44,near Buchalki,w/o
2004,25 Aug 2004,Cessna 550 Citation II,N792MA,Grafair,0,"Venice Airport, FL (VNC)",sub
2004,27 Aug 2004,de Havilland Canada DHC-3 Otter,N197TT,Mavrik Aire,1,"56 km W of McGrath, AK",w/o
2004,27 Aug 2004,Lockheed C-130 Hercules,,Libyan Arab Repubic Air Force,0,Khartoum-Civil Airport (KRT),non
2004,28 Aug 2004,Sud Aviation SE-210 Caravelle 11R,3D-KIK,Trans Air Congo,0,Gisenyi Airport (GYI),w/o
2004,29 Aug 2004,Embraer EMB-135KL,N810AE,American Eagle Airlines,0,"Clyde, NY",non
2004,30 Aug 2004,Boeing 727-2M7,N742RW,Custom Air Transport Inc,0,"El Paso, Texas",sub
2004,31 Aug 2004,Boeing 747-446(D),JA8083,Japan Airlines (JAL),0,over Hanamaki City,non
2004,4 Sep 2004,Learjet 25B,N47MR,"American Jets, Inc.",0,"Colorado Springs Municipal Airport, CO (COS)",sub
2004,5 Sep 2004,Antonov An-12B,UR-11765,Antonov Design Bureau,0,Kiev-Borispol Airport (KBP),w/o
2004,6 Sep 2004,Beechcraft 1900D,5N-PTL,Wings Aviation,0,Eket airstrip,sub
2004,9 Sep 2004,North American CT-39A Sabreliner,XA-TFD,Jett Paqueteria,2,3 km from Villahermosa,w/o
2004,10 Sep 2004,Fairchild SA227-AC Metro III,ZS-OLS,Ryan Blake Air Charter,0,George Airport (GRJ),sub
2004,11 Sep 2004,Lockheed C-130H Hercules,,United States Air Force - USAF,0,,sub
2004,13 Sep 2004,Boeing 737-3H4,N601WN,Southwest Airlines,0,"Los Angeles, CA",non
2004,14 Sep 2004,Ilyushin Il-76TD,4K-AZ31,Silk Way Airlines,0,near Baku Airport (BAK),sub
2004,16 Sep 2004,Antonov An-24RV,EW-47808,Kam Air,0,Kabul Airport (KBL),sub
2004,19 Sep 2004,McDonnell Douglas MD-11F,N601FE,FedEx Express,0,"Memphis, Tennessee",sub
2004,21 Sep 2004,Swearingen SA227-AC Metro III,C-FIPW,Norcanair,0,"La Ronge Airport, SK (YVC)",w/o
2004,23 Sep 2004,Britten-Norman BN-2A Islander,N6522T,Homer Air,0,"Hallo Bay, AK",sub
2004,23 Sep 2004,Cessna 208B Super Cargomaster,N7392B,Eagle Air Cargo,0,"2 km S of Gwinner-Roger Melroe Field Airport, ND (GWR)",sub
2004,23 Sep 2004,McDonnell Douglas MD-90-30,JA002D,Japan Air System,0,80 km S of Kouchi,non
2004,25 Sep 2004,Bushmaster 2000,N750RW,R.R. Fuchs,0,"near Fullerton Municipal Airport, CA (FUL)",w/o
2004,28 Sep 2004,Lockheed C-130H Hercules,84-0211,United States Air Force - USAF,0,"Wilmington-New Castle Airport, DE (ILG)",w/o
2004,29 Sep 2004,Cessna 208B Super Cargomaster,N276PM,Planemasters,0,"Decatur, Illinois",sub
2004,29 Sep 2004,Boeing 767-232,N109DL,Delta Air Lines,0,130 miles north of Aruba [Caribbean Sea],non
2004,29 Sep 2004,Dornier 228-212,LN-BER,Kato Air,0,Bodø Airport (BOO),non
2004,29 Sep 2004,IRMA/Pilatus Britten-Norman BN-2A-27 Islander,N902GD,Air Flamenco,1,ca 1 km N off Vega Baja,w/o
2004,30 Sep 2004,de Havilland Canada DHC-3 Otter,C-FODV,Wilderness Air,0,"Long Lake, ON",sub
2004,xx Sep 2004,Antonov An-2T,RA-01128,Krasnoyarski ASK,,Krasnoyarsk region,w/o
2004,1 Oct 2004,Embraer EMB-110P1 Bandeirante,ZS-OWO,Naturelink Airlines,0,Douala Airport (DLA),w/o
2004,3 Oct 2004,Howard 250,N6371C,American Airpower Heritage Museum,0,"Midland International Airport, TX (MAF)",sub
2004,5 Oct 2004,Antonov An-12,ST-SAF,Sarit Airlines,4,68 km from Heglig,w/o
2004,8 Oct 2004,Fokker F-28 Fellowship 4000,S2-ACH,Biman Bangladesh Airlines,0,Sylhet-Osmani International Airport (ZYL),w/o
2004,9 Oct 2004,Let L-410UVP,9XR-KL,El Amiron Plus Corp.,0,,w/o
2004,11 Oct 2004,Let L-410UVP,9XR-RC,Sierra Leone Airways,0,280 km SW of Kindu,w/o
2004,14 Oct 2004,Canadair CL-600-2B19 Regional Jet CRJ-200LR,N8396A,"Northwest Airlink, lsf Pinnacle Airlines",2,"Jefferson City, MO",w/o
2004,14 Oct 2004,Boeing 747-244B (SF),9G-MKJ,MK Airlines,7,"Halifax International Airport, NS (YHZ)",w/o
2004,15 Oct 2004,Douglas DC-3C,HK-1503,Aerovanguardia,3,13 km E of Medellín-Enrique Olaya Herrera Airport (EOH),w/o
2004,16 Oct 2004,Britten-Norman BN-2A-21 Islander,RP-C1325,Pacific Airways,2,9 km NE of Coron,w/o
2004,17 Oct 2004,Beechcraft 99A,N955AA,Alpine Air Express,0,"Billings, Montana",sub
2004,18 Oct 2004,Airbus A320-232,B-22310,TransAsia Airways,0,Taipei-Songshan Airport (TSA),sub
2004,19 Oct 2004,CASA C-212 Aviocar 100,T.12B-54,Ejército del Aire,0,Lanzarote Airport (ACE),w/o
2004,19 Oct 2004,Antonov An-12BP,ST-SAD,Sarit Airlines,0,Heglig,sub
2004,19 Oct 2004,British Aerospace 3201 Jetstream 32EP,N875JX,"AmericanConnection, lsf Corporate Airlines",13,"2,2 km S of Kirksville Regional Airport, MO (IRK)",w/o
2004,20 Oct 2004,Boeing 747-132 (SF),N709CK,Kalitta Air,0,"over Lake Michigan, MI",sub
2004,22 Oct 2004,Reims Cessna F406 Caravan II,G-TWIG,Highland Airways,1,60 km NW of Inverness,w/o
2004,22 Oct 2004,Beechcraft 1900C,N79YV,Southern Air Charter,0,"0,1 km S off New Providence Island",sub
2004,23 Oct 2004,Boeing 707-330C,PP-BSE,BETA - Brazilian Express Transportes Aéreos,0,"Manaus-Eduardo Gomes International Airport, AM (MAO)",w/o
2004,24 Oct 2004,Beechcraft 200 Super King Air,N501RH,"Hendrick Motorsports, Inc",10,"near Stuart, VA",w/o
2004,24 Oct 2004,Learjet 35A,N30DK,Med Flight Air Ambulance,5,"13 km E of San Diego-Brown Field Municipal Airport, CA (SDM)",w/o
2004,25 Oct 2004,Saab 340B,N376AE,American Eagle Airlines,0,"Dallas/Fort Worth International Airport, TX (DFW/KDFW)",non
2004,27 Oct 2004,Canadair CRJ-200LR,N592ML,"US Airways Express, opb Mesa Airlines",0,"Philadelphia, Pennsylvania",sub
2004,4 Nov 2004,Boeing 737-3T0,9M-AAP,AirAsia,0,Kota Kinabalu Airport (BKI/WBKK),sub
2004,4 Nov 2004,Cessna 208B Grand Caravan,G-BZAH,Army Parachute Association,0,Netheravon Airport,min
2004,4 Nov 2004,Rockwell Sabreliner 60,XA-GUR,Servicios Aéreos Jemsa,0,Toluca Airport (TLC),w/o
2004,7 Nov 2004,Boeing 747-230F (SCD),TF-ARR,"Lufthansa Cargo, lsf Air Atlanta Icelandic",0,Sharjah Airport (SHJ),w/o
2004,13 Nov 2004,Saab 340B,N305CE,"ATA Connection, opb Chicago Express Airlines",0,"Milwaukee-General Mitchell Airport, WI (MKE/KMKE)",non
2004,15 Nov 2004,Yakovlev Yak-40,YV-1100CP,private,0,Caracas-La Carlota Airport,sub
2004,16 Nov 2004,Let L-410UVP-E20,5H-PAC,Precision Air,0,Kilimanjaro Airport (JRO),w/o
2004,18 Nov 2004,British Aerospace 3101 Jetstream 31,YV-1083C,RAVSA - Rutas Aéreas de Venezuela SA,2,Caracas-Simon Bolivar Airport (CCS),w/o
2004,19 Nov 2004,Beechcraft 99,N1049C,Ameriflight,0,"Phoenix, Arizona",sub
2004,19 Nov 2004,Beechcraft 200 Super King Air,YV-2584P,Unknown,0,Cabimas-Oro Negro Airport (CBS),w/o
2004,19 Nov 2004,de Havilland Canada DHC-6 Twin Otter 300,HB-LOK,Zimex Aviation,0,Menzel Lejmat North,sub
2004,19 Nov 2004,Airbus A340-642,EC-IZX,Iberia,0,Lisbon Airport,non
2004,20 Nov 2004,IAI Arava 201,3D-DAC,Umbutfo Swaziland Defence Force Air Wing,0,within South-Eastern Eswatini,w/o
2004,21 Nov 2004,Canadair CL-600-2B19 Regional Jet CRJ-200LR,B-3072,China Yunnan Airlines,53+2,near Baotou Airport (BAV),w/o
2004,22 Nov 2004,Hawker Siddeley HS-748-208 Srs. 2A,L5-2/16,Royal Thai Air Force - RTAF,0,Bangkok International Airport (BKK),w/o
2004,22 Nov 2004,Gulfstream Aerospace G-1159A Gulfstream III,N85VT,Business Jet Services,3,"5 km SW of Houston-William P. Hobby Airport, TX (HOU)",w/o
2004,25 Nov 2004,Reims Cessna F406 Caravan II,5H-RAS,Regional Air Services,0,Arusha Airport (ARK),w/o
2004,27 Nov 2004,CASA C-212 Aviocar 200,N960BW,"U.S. Department of Defense, lsf Presidential Airways",6,148 km W of Bagram,w/o
2004,28 Nov 2004,Boeing 737-406,PH-BTC,KLM Royal Dutch Airlines,0,Barcelona Airport (BCN),w/o
2004,28 Nov 2004,Canadair CL-600-2A12 Challenger 601,N873G,"Global Aviation, lsf Hop-A-Jet Inc",3,"Montrose County Airport, CO (MTJ)",w/o
2004,29 Nov 2004,Embraer EMB-135BJ,N995CW,Flight Options,0,"Cleveland Hopkins International Airport, OH (CLE)",sub
2004,29 Nov 2004,Gulfstream Aerospace G-IV,N420QS,"Nji, Inc.",0,"Eagle, Colorado",sub
2004,30 Nov 2004,MBB HFB-320 Hansa Jet,N604GA,Grand Aire Express,2,"Howell Island, MO",w/o
2004,30 Nov 2004,McDonnell Douglas DC-9-82 (MD-82),PK-LMN,Lion Air,25,Solo City-Adi Sumarmo Airport (SOC),w/o
2004,1 Dec 2004,Beechcraft B300 Super King Air 350,C-FMHD,Aviation CMP Inc.,0,"St-Georges de Beauce, Quebec",sub
2004,1 Dec 2004,Gulfstream G-IV,G-GMAC,GAMA Aviation,0,"Teterboro Airport, NJ (TEB)",sub
2004,4 Dec 2004,Convair CV-580F SCD,N161FL,Contract Air Cargo,0,"McAllen-Miller International Airport, TX (MFE)",sub
2004,4 Dec 2004,Convair CV-340-70,N41626,Miami Air Lease,0,"North Miami Beach, FL",w/o
2004,5 Dec 2004,Dassault Falcon 20,N82TN,Inland Paperboard And Packaging Inc,0,"Pine Bluff, Arkansas",sub
2004,5 Dec 2004,Avro RJ100,SX-DVF,Aegean Airlines,0,50nm SW of LSV VOR on G8 airway,non
2004,6 Dec 2004,Gulfstream G-IV,N478GS,Centurion Aviation Services,0,Bucharest Baneasa Aurel Vlaicu International Airport (BBU),sub
2004,6 Dec 2004,Cessna 208B Grand Caravan,N25SA,Salmon Air,2,"11 km S of Bellevue, ID",w/o
2004,9 Dec 2004,Beechcraft B200 Super King Air,N6PE,RNH Air 1 LLC,0,"6,5 km N of Tulsa International Airport, OK (TUL)",sub
2004,9 Dec 2004,Boeing 727-2M7F,N750DH,ASTAR Air Cargo,0,"Atlanta-William B. Hartsfield International Airport, GA (ATL)",min
2004,10 Dec 2004,Beechcraft 200 Super King Air,N648KA,Charter One,0,"Bay View-Rancho Buena Vista Airport, TX",w/o
2004,10 Dec 2004,PZL-Mielec M28 Skytruck,GN-97121,Guardia Nacional Bolivariana de Venezuela - GNBV,16,24 km from El Junquito,w/o
2004,11 Dec 2004,Ilyushin Il-76TD,ER-IBW,Airline Transport,1,near Jeddah,min
2004,11 Dec 2004,Embraer EMB-110 Bandeirante,PT-WAK,NHR Táxi-Aéreo,2+1,"0,8 km from Uberaba Airport, MG (UBA)",w/o
2004,16 Dec 2004,Shorts 360-300,N748CC,Air Cargo Carriers,0,"Oshawa Municipal Airport, ON (YOO)",sub
2004,17 Dec 2004,Douglas C-47A-5-DK (DC-3),HK-2663,Aerolineas Llaneras - Arall,0,Puerto Gaitán,sub
2004,18 Dec 2004,Beechcraft 400A Beechjet,N417CW,"Flight Options, LLC",0,"Cleveland, Ohio",sub
2004,20 Dec 2004,Mcdonnell Douglas MD-82,N402A,American Airlines,0,"Providence-Theodore Francis Greene State Airport, RI (PVD/KPVD)",sub
2004,20 Dec 2004,Learjet 25B,N252BK,Barkin International Aviation,0,"Cedar Rapids Airport, IA (CID)",sub
2004,22 Dec 2004,ATR 72-202,D-ANFF,Eurowings,0,Frankfurt International Airport (FRA/EDDF),sub
2004,24 Dec 2004,Beechcraft A100 King Air,C-GAIK,Air Inuit,0,"Kuujjuaq Airport, QC (YVP)",sub
2004,29 Dec 2004,Lockheed MC-130H Combat Talon II,85-0012,United States Air Force - USAF,0,Qayyarah Airfield West,w/o
